idx,sentence,P,R,F1,status
870,"गाडी सुटसुटीत गती घेता, आनी तुमकां कसलोच ठणठण वा करकर आवाज आयकूंक येना हाची खात्री करात.",0.18,0.32,0.23,OK
871,भारताचो चडसो भाग एकवटीत करपी पयल्या राज्याची बुन्याद घालपी चंद्रगुप्त मौर्य हो भारताच्या इतिहासांतलो म्हत्वाचो व्यक्ती आशिल्लो.,0.14,0.26,0.18,OK
872,गुरवारपणांत जावपी संसर्ग गर्भांतल्या भुरग्याच्या मज्जातंतूपेशीच्या विकासांत जावपी बदलांकडेन जोडला.,0.07,0.06,0.06,OK
873,"गौतम बुध्दाचे भुंयेचे राज्यकर्ते म्हूण, पालांनी बौध्द जगांत मोठी प्रतिष्ठा मेळयली.",0.14,0.29,0.19,OK
874,फोर्ट सेंट आंजेलो वा सेंट आंजेलो किल्लो 1505 वर्सा कण्णूरांत आनी फोर्ट सेंट थॉमस 1518 वर्सा कोल्लमांत पोर्तुगेजांनी बांदिल्लें.,0.26,0.24,0.25,OK
875,"जफरान उपरांत कराची एक्स्पो सेंटरांतल्या लायफस्टायल पाकिस्तान एक्स्पोंत लेगीत सादरीकरण केलें, थंय ताणें डिझायनर ब्रँड चेनवन खातीर रॅम्प वॉक केलो आनी धोल लेगीत वाजयलो.",,,,SKIP
876,"भारताच्या ह्या ईशान्येतल्या कोनशाक हवामान भोवतेक करून खेळीमेळीचें आसूं येता, तरी शिंयाचे दिस थंड आसूं येता.",,,,SKIP
877,फिजीन कॅनडाचेर 29-16 अशी जैत मेळोवन वेल्साच्या मुखार पूल बींत दुसरे सुवातेर वचपाक म्हत्वाचो बोनस पॉयंट मेळयलो.,0.17,0.27,0.21,OK
878,"मरणाचें कारण अजून निश्चीत ना, पूण आयज जाता तितले बेगीन शवचिकित्सा जावं येता अशें अधिकाऱ्यांनी सांगलें.",,,,SKIP
879,"सुरक्षा कारणांक लागून, कॉस्टकोन तुमचें सदस्यत्व रद्द करचे पयलीं तुमची वळख तपासची पडटली.",0.18,0.27,0.22,OK
880,"त्या वर्सा ताणें आमीर खान, कॅटरीना कैफ आनी फातिमा सना शेख हांचे वांगडा स्वॅशबकलींग कृती-साहसी फिल्म थग्स ऑफ हिंदोस्तान फिल्माचें चित्रीकरण सुरू केलें जें नोव्हेंबर 2018 वर्सा प्रदर्शीत जालें.",,,,SKIP
881,दाभाडे कुळाक अर्दी येणावळ शाहूच्या तिजोरींत जमा केल्यार गुजरातांतल्यान चौथ वसुली चालू दवरपाची परवानगी दिली.,0.26,0.27,0.26,OK
882,राज्य सरकार शिक्षणीक दर्जो वाडोवपा खातीर तिगोवपाचे यत्न करीत आयल्यात.,0.11,0.25,0.15,OK
883,ह्या घडणुकांक लागून नागा लोकांमदीं खोल समाजीक बदल घडोवन हाडपाक सुरवात जाली.,0.09,0.22,0.13,OK
884,जायतीं तालवाद्यां वापरली जाल्यार मुखेल कलाकार परत एक फावट राग उखलता मेरेन तांचो एक लयबध्द संवाद जाता.,,,,SKIP
885,कृष्णाचो जल्म मध्यानराती जाल्ल्यान हो उत्सव सांजे मनयतात.,,,,SKIP
886,"देखीक, कोक पियेवप आवडटा जाल्यार तुमी कोका-कोला कंपनीचे थोडे शेअर विकते घेवपाची इच्छा आसूं येता.",,,,SKIP
887,पूण आंग्ल-मराठा झुजांत ब्रिटिशांनी तांका हारयिल्ल्यान भारताचो चडसो वाठार वसाहतवादी सत्तेखाला उरलो.,,,,SKIP
888,तावी न्हंयचे देगेर बांदिल्लो हो पुर्विल्लो किल्लो जम्मूचो पारंपारीक संस्थापक जंबूलोचन हाचो भाव बाहूलोचनान बांदला अशें मानतात.,0.22,0.33,0.27,OK
889,कांय मिण्टांनी लेगीत उसरां पावल्यार तुमी सादर केल्लो अर्ज अपात्र थारूंक शकता.,0.1,0.17,0.13,OK
890,पानीपतच्या तिसऱ्या झुजांत अहमद शाह दुराणीन मराठा संघाचो पुराय पराभव केलो आनी १७६१ वर्सा मोगलांची पुनर्स्थापना केली.,,,,SKIP
891,तुमचो खर्च तुमच्या खरेदीच्या मर्यादे परस चड आसल्यार तुमकां तो कमी करपाक सुवाती सोदच्यो पडटल्यो.,0.15,0.22,0.18,OK
892,किल्ल्याचो गव्हर्नर थॉमस पिटाक ईस्ट इंडिया कंपनीन शांतताये खातीर खटलो चलोवपाक सांगलें.,0.15,0.25,0.18,OK
893,"उक्त्या वाठाराचो वापर करून पार्क, खेळां मैदान, वा सूखदिणें वाठार तयार करचे जंय तुमच्या सोयऱ्यांक तांच्या आर.व्ही. भायर वेळ घालपाक वचूं येता.",,,,SKIP
894,तशेंच तें कारगील जिल्ल्याचें मुखेल कार्यालय आसा.,0.2,0.27,0.23,OK
895,नर्मदा देगणांतल्या हथनोरा हांगा मेळिल्ल्या होमो इरेक्टसाचे एकसुरे अवशेश मध्यप्रदेशांत मध्य प्लेस्टोसीन काळांत वसणूक केल्ली आसूंये अशें दिसून येता.,0.23,0.37,0.29,OK
896,सगळ्या धनुर्विद्या विशयांतल्यान ही सगळ्यांत चड मागणी करपी उपकरणां विशींची पद्दत.,0.05,0.15,0.08,OK
897,तुजें लायब्ररी कार्ड घे आनी पयशें फारीक करिनासतना पुस्तकां आनी डी.व्ही.डी. वापरून पळय.,0.2,0.43,0.27,OK
898,"हळडुव्या जोराच्या हॅमस्टर मॉडेलांत, अँटिव्हायरल रिबाविरीन हें वखद सुरवेक दिवप हो ह्या दुंयेसाच्या जायत्या रोगनिदानशास्त्राच्या प्रकारांतलो एक प्रभावी उपचार.",0.07,0.03,0.05,OK
899,"थळाव्या मुखेल कारागिरीं मदीं लांकडी नकशीकाम आसा, जें उत्तराखंडांतल्या अलंकृत सजयल्ल्या देवळांनी चड करून दिसता.",0.06,0.15,0.09,OK
900,हें धरण सुमार 22 गांव आनी 14 ल्हान खेड्याची उदकाची गरज भागयता आनी मैसुरू आनी बेंगळुरू शाराक पिवपाच्या उदका पुरवणेचें एक म्हत्वाचें स्रोत आसा.,,,,SKIP
901,रिव्ह्यू बटनाचेर वचून (चड करून आसता) नियाळ करूंक नाशिल्ल्या वस्तूंची वळेरी पळय.,,,,SKIP
902,"बेकायदेशीर रेंव काडपी माफिया खूब सक्रीय आसात आनी राजकारणी, अधिकाऱ्यांचो ह्या माफिया वांगडा बरो संबंद आशिल्ल्यान हें थांबोवप भोव कठीण जालां.",,,,SKIP
903,त्या वेळार सगळी सत्ता बलबाना कडेन आशिल्ली आनी 1266 त तो सुलतान जालो. खालजींनी तांका उमथून उडय मेरेन बलबनाच्या वंशजांनी दिल्लीचेर राज्य केलें.,0.18,0.38,0.24,OK
904,"2021 वर्सा, देसायान ऍमेझॉन प्रायम वेब सिरीज मुंबय डायरीज 26/11 हातूंत काम केलें.",0.23,0.44,0.31,OK
905,खंयचेय परिस्थितींत ते कॅम्पिंग करून रांकेंत रावपाक दितात काय कितें आनी हय जाल्यार लोकांक केन्ना कॅम्पिंग सुरवात करपाक दितात ते विचार.,,,,SKIP
906,पुणें आनी लोणावला सावन कोंकणांत येवपी येरादारी खातीर अतिरिक्त मार्गांची गरज मतींत घेवन ह्या मार्गाचो प्रस्ताव मुखार आयलो.,,,,SKIP
907,हें शार कोल्लम शारासावन 66 किमी अंतराचेर आसा आनी तमिळनाडू राज्य शिमेसावन फकत 14 किमी अंतराचेर आसा.,0.25,0.47,0.33,OK
908,"पुलाकेशिनान जायत्या निश्ठावान नोकरां वरवीं एका विशाळ, लश्करी नदरेन बळिश्ट आनी अर्थीक नदरेन समृध्द राज्याचेर राज्य केलें अशी गवाय चीनी यात्रेकरु क्सुआनझांग दिता.",,,,SKIP
909,"ताच्या अमेरिकन भेटींनी कांय प्रमाणांत प्रेरीत जाल्ली आनी तातूंत भारतीय आनी अमेरिकन दोनूय रूढीबध्द खर गुणवर्णन आसून, जायत्या संस्कृतीक फरकांचेर आदारून आसा.",,,,SKIP
910,"हेराल्ड पार्कांत लोकप्रिय शिबीर वाठार, तशेंच दिसाचो वापर वा सहल करपाचो वाठार आसा.",0.1,0.26,0.14,OK
911,दुसऱ्या म्हाझुजाच्या काळांत मणिपूरांत जपानी आक्रमक आनी ब्रिटीश भारतीय सैन्य हांचेमदीं जायतीं खर झुजां जालीं.,0.27,0.29,0.28,OK
912,अशे तरेन राग स्थापन जातकच ह्या गीताची सुरवात चड करून उतरांनी जाता.,,,,SKIP
913,"दक्षिणेक मेवाड वाठारांत मेवाडी, जाल्यार वागडच्या दोंगराळ भागांत वागडी ही भिल्ल भास उलयतात.",,,,SKIP
914,१९१५ त गोखलेच्या मरणा उपरांत काँग्रेसीच्या राजकारणाचेर मवाळ लोकांचो प्रभाव उणो जालो.,0.26,0.32,0.29,OK
915,मौर्य उपरांतच्या काळांत सातवाहनांनी डक्कन वाठारांत शांतताय स्थापन केली आनी परकी आक्रमकांच्या आक्रमणाक प्रतिकार केलो.,0.17,0.22,0.19,OK
916,"कॅल्क्युलेटरांत संबंदीत आंकडे घाल, गणना बटण क्लिक कर आनी तुमची नियतकालीक फारीकणी फारीक जातली.",,,,SKIP
917,"तांच्या राजाचेर 60,000 पायदळ सैनिक, 1,000 घोडेस्वार, 700 हत्ती ""झुजाच्या प्रांतांत"" पारो आनी देखरेख दवरतात.",0.14,0.26,0.18,OK
918,"कावेरी न्हंयेंतल्या उदकाची पातळी वाडिल्ल्यान तमिळ म्हयन्याच्या आदी म्हयन्याच्या अठराव्या दिसा, आदी पेरुक्कू मनयतात.",,,,SKIP
919,बहुती धबधबो हो भारताच्या मध्य प्रदेश राज्यांतल्या रीवा जिल्ह्यांतलो धबधबो.,0.36,0.43,0.39,OK
920,"मलिक काफूर, खुसरो खान ह्या सेनापतींच्या आदारान अलाउद्दीनान दिल्लीचें सुलतान राज्य दक्षिण भारतांत विस्तारपाचें काम चालूच दवरलें आनी तांणी हारयल्ल्या लोकां कडल्यान व्हड झुजाची लूट (अनवतान) एकठांय केली.",,,,SKIP
921,"उश्ण कटिबंधीय पावसाचे हवामान टिकून उरिल्लें उश्ण वा चड तापमान आशिल्ल्या प्रदेशांचेर नियंत्रण दवरता, जें सादारणपणान १८ ° से.(६४ ° फाँरेनहाइट) सकयल देंवना.",,,,SKIP
922,"ब्रह्मपुत्रा उदक क्षेत्रांत रानां कापिल्ल्यान मध्य आसामांतल्या काझिरंगा राश्ट्रीय उद्यान सारकेल्या संवेदनशील मोजताचीच्या मूलस्थानांत गाळाची पातळी वाडल्या, अकस्मात हुंवार येवप आनी माती व्हांवून वचपाची प्रकरणां वाडल्यात.",,,,SKIP
923,"पुलकेशिन वैष्णवी पंथाचो हिंदू आशिल्लो, पूण बुध्द धर्म, जैन धर्म ह्या सयत हेर धर्मांक तो सहिश्णु आशिल्लो.",,,,SKIP
924,ह्यो तिनूय घडणुको उत्तर वझरिस्तानाच्या अशांत उत्तर वाठारांत जाल्यो.,0.23,0.33,0.27,OK
925,"बुदवंतांनी तें पयस केलें, सुशिक्षीत मध्यमवर्गान तें टाळ्ळें आनी सादारणपणान ती एक असभ्यतायेची कृती म्हणून ताचेकडेन उणेपणान पळयताले.",0.2,0.34,0.25,OK
926,"तशेंच गोली, जग्गियाहपेटा, गंतासाळ, अमरावती भट्टीप्रोलू, श्री पर्वतम हांगा व्हड प्रमाणांत स्तूपा बांदले.",,,,SKIP
927,"इंग्लीश, फ्रँच, डच, पुर्तुगेज आनी इटालियन लेखकांच्या समकालीन बरपांनी शिवाजीची ताच्या शूरवीर पराक्रमा खातीर आनी चतूर डावपेंचा खातीर तोखणाय केल्या.",,,,SKIP
928,2021 वर्सा ही विक्री दुपेट्टीन जातली अशी आस्त आसा. चायनांत विजेचेर चलपी वाहनांचो बाजार सगळ्यांत चड आसा जाल्यार युरोप आनी अमेरिकेंतय महत्वाची वाड जावंक लागल्या.,,,,SKIP
929,मुळाव्या स्वरुपाच्या यॉजासारकी कातीची परिस्थिती दाखोवपी संसर्ग हिमोफिलस ड्युक्रेयीक लागून जावंक शकता.,0.13,0.29,0.18,OK
930,"चकमा, हलम, गारो, कुकी, मिझो, उचोई, धमाई, रोझा, मोघ मुंडा, उरांव आनी संथाल अशे आदिवासी गट आसात जे चहा मजूर म्हणून त्रिपुरांत स्थलांतरीत जाले.",,,,SKIP
931,"भारतभर जायते गोल्फ कोर्स आसात, तशेंच भारताचो वेवसायीक गोल्फ टूरूय आसा.",0.17,0.41,0.24,OK
932,१२०५-१२०६ त खोखर बंडखोरांचेर ताणें केल्ल्या लश्करी कृत्यांक लागून घुरिद सम्राट मुइझ अद-दीनाचें लक्ष गेलें आनी ताणें आपलो धनी ऐबकाक मुक्ती दिवचे पयलीं लेगीत ताका मुक्त केलो.,0.29,0.35,0.31,OK
933,मुखावेल्या तोंडाक दिशा दिवन वाऱ्यान ताका उखलचें म्हुणून पतंगाक आटापण दोरी आनी शेंपडी आसता.,0.09,0.21,0.12,OK
934,1822 वर्सा हरिद्वारांत स्थापन जाल्ल्या धर्मशालाच्या वास्तुशिल्पशास्त्राचो तपशील.,0.14,0.29,0.19,OK
935,"चड करून, तुमी साचा वापरतात जाल्यार, तुमकां फकत जुळोवन घेवपाक जाय आशिल्ल्या वाठारांचेर क्लिक करचें पडटलें.",0.11,0.32,0.16,OK
936,"देखीक, तुमी नातालाच्यो कुकीज दितात आसत जाल्यार त्यो नातालाची सजावट केल्ल्या डब्यांत घालच्यो.",0.11,0.19,0.14,OK
937,हें स्वरूप खंयच्याच अधिकृत संस्थेन मंजूर केल्लें ना.,0.13,0.4,0.2,OK
938,"तलाकोना हो धबधबे, दाट रानां, आनी रानवटी जनावरां आशिल्लो रिसॉर्ट.",,,,SKIP
939,अनंत हांणी सोद घेतना कौंदिन्यान जें पळयलां ताचो अर्थ उक्तो केलो.,,,,SKIP
940,विंगड विंगड वंशीक आनी लोकसंख्यिकी गटांत इंग्लीश एक सामान्य भास म्हण उलयतात.,0.21,0.26,0.23,OK
941,"दर दिसा 1,277,801 प्रतीं सयत कोलकातात उजवाडाक येवपी आनंद बाजार पत्रिकाचें, भारतांतल्या एकाच आवृत्तीच्या, प्रादेशिक भाशेच्या दिसाळ्याचें सगळ्यांत चड विक्रेचें प्रमाण आसा.",,,,SKIP
942,शोले ह्या सिनेमांत जेलर म्हणून ताणें केल्ल्या भुमिके खातीर आनी १९७२ ते १९९१ ह्या काळांत राजेश खन्नान मुखेल भुमिकेंत घेवन ताणें २५ चित्रपटांनी केल्ल्या पात्रां खातीर ताची चड नामना आसा.,0.21,0.26,0.23,OK
943,ह्या पार्कांत तरातरांच्यो वनस्पती आसात.,0.5,0.1,0.17,OK
944,चड सॅन्सर केल्ल्या प्रसार माध्यमांनी तिचे विशीं जें बरयलां तें वाचून तिणें आपले लोकप्रियतेचो एकंदर चुकीचो अदमास केल्लो आसूं येता.,,,,SKIP
945,ह्या प्रवासा कडेन संबंदीत आशिल्ले जायते वेद मंत्र आसात.,,,,SKIP
946,"कॅनडा, दक्षिण ऑंटॅरिओच्या सँटेनियल पार्कांत सार्निया पुलीसेन 911 ह्या फोनाक जाप दिली, आनी कोयोटाचे सरभोंवतणी रावले.",0.24,0.44,0.31,OK
947,उरफाटें अलाउद्दीनाचो दिपालपूरचो गव्हर्नर मलिक तुगलकान सद्याच्या अफगाणिस्तानांत आशिल्ल्या मंगोल प्रदेशांचेर नेमान धाड घाली.,,,,SKIP
948,"गांवांतले जमीनदार, हुशार तरणाट्या दुर्दशेविशीं जाणून घेवन, ताणें पावल उखल्लें आनी दिल्ली पॉलिटेक्निकांत पदव्युत्तर पदवी मेळोवपा खातीर ताचो खर्च भागयलो.",,,,SKIP
949,"एक दीस आदी आनी नताशा उर्फ निक्कीची अनपैक्षीत भेट जाता, आनी खिणांतूच ते आदीक प्रपोज करता.",0.28,0.41,0.33,OK
950,तो टीव्ही अणभव आसतना तुमी परत आनी केन्नाय एक रियलिटी टीव्ही शो करपाचेर विचार करतले?,,,,SKIP
951,ताणें 110 वयर चित्रपट आनी 500 वयर प्रसारीत टॅलिव्हिजन सिरियल्साच्यो एपिसोड केल्यो.,,,,SKIP
952,तशेंच ह्या कायद्यान गव्हर्नर जनरल आनी मंडळाक विधिमंडळाचे अधिकार दिले.,0.05,0.11,0.07,OK
953,निजामाच्या तेंपार तो करीमनगराचें मुख्यालय आशिल्लो.,0.25,0.47,0.33,OK
954,अहमदाबाद साबरमती न्हंयचे देगेलागीं वशिल्ली आसून ती ताचें जुवळें शार म्हणून वळखल्ल्या गुजरातची राजधानी गांधीनगरसावन 25 किमी (16 मैल) आसा.,,,,SKIP
955,मरणा उपरांत 1983 वर्सा भारत रत्न हो पुरस्कार दिवन ताका सन्मानीत केलो.,0.26,0.45,0.33,OK
956,"आंतरराश्ट्रीय हॅंडबॉल महासंघाची स्थापणूक 1946 वर्सा जाली आनी, 2016 मेरेन, 197 फेडरेशनां वांगडी आसात.",0.14,0.31,0.19,OK
957,तें मदुरै शारासावन सुमार 7 किलोमीटर पयस आसा आनी ग्रेटर मदुरै शाराच्या दक्षीण पश्चीम वाठाराचो एक भाग.,0.28,0.45,0.35,OK
958,बच्चनान मात आपले कंपनी खातीर निधी एकठांय करपा खातीर आपलो बंगलो घाणाक दवरला अशी विनवणी केल्ली.,0.15,0.33,0.2,OK
959,अलाहाबाद उच्च न्यायालयान इंदिरा गांधीन वेंचणुकेच्या कायद्यांचो भंग केला म्हण दोशी थारायली.,0.21,0.31,0.25,OK
960,तुमकां प्रमाणपत्राची छापपाक योग्य डिजिटल प्रत धाडटले.,0.21,0.35,0.27,OK
961,ग्रेव्हस दुयेंसाचो दोळ्यांचेर जाता तो विपरीत परिणाम बरो करपाखाती दोळ्यांच्या वयल्या आनी/वा सकयल्या पापण्यांचेर शस्त्रक्रिया करूं येता.,0.14,0.26,0.18,OK
962,रानांत माती खणटना ती चुकून एका शिंवाच्या पिलाक माती खणटाली त्या खोर्‍यांन मारता.,0.1,0.2,0.13,OK
963,उदकाचो साठो आशिल्ल्यान ह्या वाठाराक थळाव्या स्वरुपांत नवेगांव बांद अशेंय म्हण्टात.,,,,SKIP
964,ह्या स्टेडियमांत 2003 वर्सा आफ्रो-आशियाई खेळा सर्त जाल्ली.,0.35,0.38,0.36,OK
965,दरेक गांव ल्हान राज्या भशेन वागतालो आनी मुखेल्याक लाल म्हणटाले.,0.26,0.26,0.26,OK
966,"1970 च्या शेवटाक ताका स प्रादेशिक उत्कृश्ट अभिनेतो फिल्मफेअर पुरस्कार मेळ्ळे, तातूंत सलग चार उत्कृश्ट तमिळ अभिनेतो पुरस्कार फावो जाले.",0.22,0.3,0.25,OK
967,दोगांय मदीं खरो मोग आसलो तरी अर्जुमंद बानू बेगम ही राजकीय नदरेन हुशार बायल आशिल्ली आनी तिणें आपल्या घोवाचोच म्हत्वाचो सल्लागार आनी विस्वासपात्र म्हणून काम केलें.,,,,SKIP
968,"देखीक, एका तेंपार जो एक समुदाय मिशन आशिल्लो आनी दोंगराच्या माथ्यार तांचो व्हडलो खुरीस आशिल्लो ती आज तांचेखातीर इतिहासीक निशाणी चड जाल्या.",,,,SKIP
969,हुमायून जेन्ना मुगल साम्राज्याच्या शिवासनार आयलो तेन्ना ताच्या कितल्याशाच भावांनी ताचे आड बंड केलें.,,,,SKIP
970,"उपरांत चंदेलांनी झूंज थांबोवपाचें आवाहन केलें, आनी ह्या वेळाचो उपेग करून आल्हा आनी उदल हांकां कन्नौजांतल्यान परतून आपयले.",,,,SKIP
971,मूळ स्टेडियम 1980 च्या सुरवेक बांदिल्लें.,0.2,0.45,0.28,OK
972,गांधीक मरण आयिल्ल्या दिसा सावन ताणें पांयतणां घालप बंद केलें आनी परत केन्नाच पांयतणां घालूंक नात.,0.16,0.32,0.21,OK
973,कारन्तान केल्ल्या कांय बदलांचेर मात टिका जाली.,0.15,0.38,0.22,OK
974,तोडून उडोवपा सारक्या उलोवपान तुका आनीक संभाशण करपाचें ना हो संदेश मेळटा.,,,,SKIP
975,जैन धर्माचो 23वो तीर्थंकार पार्श्वनाथान केवल ज्ञान प्राप्त केलें अशें अहिच्छत्रांत मानतात.,0.25,0.39,0.3,OK
976,सुरवेक दिग्दर्शकांक ताचे कडेन वचपाची उमेद नाशिल्ली; पूण ही भुमिका ताका मतींत घेवन बरयल्या म्हणून लेखक रावलान आग्रह धरलो.,,,,SKIP
977,"हाचेभायर गिरा दोंगुल्ल्यो, बरदा, जेसोर आनी छोटीला हे सगळे मेळून गुजरातांत व्हड अल्पसंख्यांक आसात.",,,,SKIP
978,"प्रयोगशाळेंत. कृत्रीम बुद्धिमत्ता आनी तंत्र शिक्षण हे वनस्पती विज्ञाना खातीर मोठें वचन दितात, मुखेलपणान जेन्ना जीनोमीक अनुक्रम म्हायती आनी फेनोटाइपीक म्हायती एकठांय करतात.",0.08,0.14,0.1,OK
979,"देखीक- जाळी शॉट मारल्यार विरोधकाक शटलकॉक उंच उखलचें पडटा, जाका लागून स्मेश करपाची संद मेळटा.",,,,SKIP
980,"ब्रिटीश जांकां ""दोंगराळ जमाती"" म्हणटाले ते हे लोक.",0.07,0.3,0.12,OK
981,फेब्रुवारी 2019 त ब्रिटीश हावज ऑफ लॉर्ड्सांत ह्या कत्तलीचेर चर्चा आनी वाद सुरू जालो.,0.18,0.3,0.23,OK
982,"1971 वर्साचें भारत-पाकिस्तानी झूज बांगला मुक्ती झुजाक लागून पेटलें, परंपरेन वर्चस्व आशिल्ल्या अस्तंत पाकिस्तानी आनी भोवसंख्य उदेंत पाकिस्तानी लोकांमदीं जाल्ल्या संघर्शाक लागून सुरू जालें.",0.32,0.41,0.36,OK
983,"लंडनांतल्या, हुप लेन हांगाच्या गोल्डर्स ग्रीन स्मारकांत ताचें यादस्तीक आसा.",,,,SKIP
984,फाटीं सरतना फकत एक तृतीयांश फ्रँच सैनीक जीतें उरलें आनी ते फ्रांसाक परतले.,0.14,0.23,0.17,OK
985,"ताची नेमणूक जाता म्हणसर, मुगल सम्राट मुहंमद शाहान शिवाजीच्या मरणा वेळार आपल्या हातांत आशिल्ल्या प्रदेशांचेर मराठेचे हक्क मान्य केल्ले.",,,,SKIP
986,"1978-79 च्या काळांत, बंडखोरांआड मोहिमेंत ऱ्होडेशियेच्या सरकारान गोरवां आनी मनशांआड एंथ्रॅक्साचो उपेग केलो.",0.4,0.07,0.12,OK
987,"१५८१ मेरेन तो फतेहपूर सिक्री सोडून लश्करी मोहिमेक गेलो ना, तेन्नाच ताचो भाव मिर्झा मुहंमद हाकीमान पंजाबाचेर परतून आक्रमण केल्लें.",0.27,0.38,0.32,OK
988,खंयचीय रिचार्ज करपाची बॅटरी धर्तरेखातीर एकदां वापरपाच्या बॅटरीपरस बरी आसता.,,,,SKIP
989,"द्वारकाधीश देवूळ, राधा दामोदर देवूळ, जुनागढ आनी डाकोर हीं पवित्र तीर्थस्थानां आसून तातूंत भगवान श्रीकृष्णाक समर्पीत देवळां आसात.",0.33,0.38,0.35,OK
990,"1916 वर्सा, इंटरमीडिएट परिक्षेक हाजीर रावपा खातीर मुंबय वतना, भावेन आपलीं शाळा आनी कॉलेजीचीं प्रमाणपत्रां उज्यांत उडयलीं.",0.22,0.36,0.27,OK
991,"इंग्लीश, हिंदी, बंगाली आनी पयलेच खेपे तमिळ आनी मराठी सिनेमांनी काम केल्ल्यान 2015 वर्सा हुसेन चडांत चड चित्रपटांनी झळकलो.",,,,SKIP
992,कॅनडाच्या गव्हर्नर जनरलाचें घर आशिल्ल्या रिड्यू हॉला भायल्या बर्फाळ मैदानाचेर लॉर्ड स्टॅनलीच्या कुटुंबांतलीं बायलां आयस हॉकीचो खेळ खेळटालीं.,,,,SKIP
993,हो आगळोवेगळो भुगोल म्हणल्यार आदल्या फ्रँच इंडियेच्यो शिमो राखून दवरपी पुदुच्चेरीचो वसाहत काळांतलो वारसो.,,,,SKIP
994,सेंट पॉल ही एकदां पुराय आशिया खंडांतली मुखेल जेजुईट संस्था आशिल्ली.,0.2,0.3,0.24,OK
995,आदीं थंड हवामान आसून लेगीत ऑस्ट्रेलियांतल्या न्यू सावथ वेल्सांत उश्ण ल्हारांची परिस्थिती परतून सुरू जावपाची शक्यताय आसा.,0.15,0.31,0.2,OK
996,वास्तवीक स्वरुपाचीं आनी आव्हानात्मक अशीं उद्दिश्टां थारावचीं.,0.06,0.17,0.09,OK
997,"विसाव्या शेंकड्यांतलो भारतांतलो एक व्हड लेखक म्हणून ताका मानतात, तरी समिक्षकांनी ताच्या बरपावळीचें वर्णन मोगाळ, निरुपद्रवी आनी सौम्य अशा विशेशणांनी लेगीत केलां.",,,,SKIP
998,"तातूंत चंडीगढ राजधानी प्रदेश वा व्हडल्या चंडीगडाचो चडसो भाग आसा, जातूंत लागसारच्या पंचकुला आनी मोहाली ह्या उपग्रह शारांचोय आस्पाव जाता.",0.22,0.36,0.27,OK
999,"ह्या निशेधा वेळार ताणें पुलीस अधिकाऱ्याचो मार खावन, जखमी जावन 17 नोव्हेंबर 1928 दिसा ताका मरण आयलें.",0.2,0.42,0.27,OK
1000,तुका पत्राची चवकशी करपाची आसल्यार ह्या खात्याचेर ईमेल धाडचो.,,,,SKIP
1001,तातूंत सादारणपणान फाटल्या वर्साच्या कंपनीच्या गिरेस्तकायेचो व्यापक नियाळ दिता.,0.12,0.19,0.15,OK
1002,सातवाहन राज्याच्या स्थापनेच्या तारखेविशीं अनिश्चितताय आशिल्ल्यान सातवाहन राजांच्या कारकिर्दीच्या काळांतली निरपेक्ष तारीख सांगप कठीण जाता.,0.17,0.29,0.21,OK
1003,"भारताच्या काळजांत आशिल्लें छत्तीसगढ, हें गिरेस्त संस्कृतीक दायज आनी आकर्शक सैमीक विविधतायेन संपन्न आसा.",,,,SKIP
1004,"इम्फाल रेल्वे स्थानक, हें मणिपूरची राजधानी इम्फाळांत बांदकाम सुरू आशिल्लें रेल्वे स्थानक आसा.",,,,SKIP
1005,आमी सगळ्यांनी तें इंटरनॅटाचेर पळयलां.,,,,SKIP
1006,"10 नोव्हेंबर 2009 दिसा, पिरायेच्या 51 व्या वर्सा अंधेरी, मुंबयच्या एका हॉस्पिटलांत तिका मरण आयलें.",,,,SKIP
1007,"खास करून, ध्रुपद म्हणून वळखतल्या संगीत प्रकाराची ताच्या दरबारांत बरीच उदरगत जाली आनी तो प्रकार कितलेशेच शेंकडे ग्वालियर घराण्याचो एक म्हत्वाचो भाग उरलो.",,,,SKIP
1008,"फुडें तिणें हिंदी चित्रपट उद्देगांतल्या कांय व्हड नांवां वांगडा सहाय्यक भुमिका केल्यो, चड करून मुखेल पात्रांची आवय म्हणून.",,,,SKIP
1009,"पोर्ट ऑफ स्पेनांत जाल्ले दुसरे कसोटींत, सचिन तेंडुलकारान पयल्या डावांत 117 धांवड्यो करून 93व्या कसोटी मॅचींत 29 वो कसोटी शेंकडो काडून सर डोनाल्ड ब्रॅडमनाच्या 29 कसोटी शेंकड्यांच्या विक्रमाची बरोबरी सादली.",,,,SKIP
1010,"पेरियार न्हंयच्या देगणांत, उंचेल्या पठार वाठारांत जमनीच्या रेंवेचें खणकाम व्हड प्रमाणांत चलता.",,,,SKIP
1011,हातूंतलें उदक पिवपाखातीर वापरतात देखून हातूंत न्हावप आनी पेंवपाचेर खूब निर्बंध आसात.,0.11,0.19,0.14,OK
1012,जायते खेळ लश्करी व्यायामांतल्यान उत्पन्न जाल्ले आनी शारिरीक सहनशक्तीचेर ते भर दितात.,0.11,0.32,0.16,OK
1013,ताणें उत्कृश्ट दादलो पार्श्वगायक म्हणून 8 फिल्मफेअर पुरस्कार मेळयले आनी त्या विभागांत सगळ्यांत चड फिल्मफेअर पुरस्कार मेळोवपाचो विक्रम ताचे कडेन आसा.,0.19,0.33,0.24,OK
