sentence,amr_penman
तशेंच आर.एस.पि.सि.ए. न पाळीव प्राण्यांच्या मालकांक पाळीव प्राण्यांक थंड दवरपाचो यत्न करचो म्हूण सांगलां.,"(a / advise-01
   :ARG0 (o / organization
            :name (n / name :op1 ""RSPCA""))
   :ARG1 (t / try-01
            :ARG0 (o2 / owner
                     :poss (p / pet))
            :ARG1 (k / keep-04
                     :ARG0 o2
                     :ARG1 p
                     :ARG2 (c / cool-01)))
   :ARG2 o2
   :mod (a2 / also))"
तशेंच गोवा डेरीची वसुंकों साबार बसका 27 एप्रीलाक कुर्टीतल्या सहकार भवन सभाघरांत घेवपाचो निर्णय बसकेंत घेतलो,"(d / decide-01
   :ARG1 (h / hold-03
      :ARG1 (m2 / meet-01
         :quant (s / several))
      :time (d2 / date-entity
         :day 27
         :month 4)
      :location (h2 / hall
         :name (n / name
            :op1 ""Sahakar""
            :op2 ""Bhavan"")
         :location (c / city
            :name (n2 / name
               :op1 ""Curti"")))
      :purpose (r / recover-01
         :ARG1 (d3 / due)
         :ARG2 (g / organization
            :name (n3 / name
               :op1 ""Goa""
               :op2 ""Dairy""))))
   :location (m / meet-01))"
जयनाची कूड विमानांतल्यान त्रिवेंद्रमांत व्हेली आनी उपरांत ती क्विलोन हांगाच्या ताच्या घरा व्हरून थंय ती लासयली.,"(a / and
   :op1 (t / take-01
      :ARG1 (b / body
         :poss (p / person
            :name (n / name :op1 ""Jayan"")))
      :ARG3 (c / city
         :name (n2 / name :op1 ""Trivandrum""))
      :instrument (p2 / plane))
   :op2 (t2 / take-01
      :ARG1 b
      :ARG3 (h / house
         :poss p
         :location (c2 / city
            :name (n3 / name :op1 ""Quilon""))))
   :op3 (c3 / cremate-01
      :ARG1 b
      :location h))"
"कलकत्ता जैन देवूळ (जाका पार्श्वनाथ देवूळ ह्याय नांवान वळखतात) हें मणिकतला हांगाच्या बद्रीदास टेम्पल स्ट्रीटार, गौरीबारी हांगा आशिल्लें जैन देवूळ आनी भारतांतल्या कोलकाता (कलकत्ता) शाराचें एक मुखेल पर्यटन थळ.","(t / and :op1 (t2 / temple :mod (j / jain)) :op2 (a / attraction :mod (t3 / tourism) :mod (m / major)) :name (n / name :op1 ""Kolkata"" :op2 ""Jain"" :op3 ""Temple"") :ARG1-of (n2 / name-01 :ARG2 (n3 / name :op1 ""Parshwanath"" :op2 ""Temple"") :mod (a2 / also)) :location (p / place :name (n4 / name :op1 ""Gauribari"")) :location (s / street :name (n5 / name :op1 ""Badridas"" :op2 ""Temple"" :op3 ""Street"") :part-of (c / city-district :name (n6 / name :op1 ""Maniktala""))) :poss (c2 / city :name (n7 / name :op1 ""Kolkata"" :op2 ""Calcutta"") :part-of (c3 / country :name (n8 / name :op1 ""India""))))"
किनामी - फिन्निश पुराणांत किनामी म्हणल्यार दर्यांतलो एक उदकाचो व्हड भोंवरो.,"(w / whirlpool
    :name (n / name :op1 ""Kinami"")
    :domain (m / mythology
        :mod (c / country :name (n2 / name :op1 ""Finland"")))
    :mod (g / great)
    :consist-of (w2 / water)
    :location (s / sea))"
खंयचीय रिचार्ज करपाची बॅटरी धर्तरेखातीर एकदां वापरपाच्या बॅटरीपरस बरी आसता.,"(g / good-02
   :ARG1 (b / battery
      :ARG1-of (r / recharge-01))
   :degree (m / more)
   :compared-to (b2 / battery
      :ARG1-of (u / use-01
         :frequency 1))
   :beneficiary (e / earth))"
ह्या पार्कांत तरातरांच्यो वनस्पती आसात.,"(h / have-03
   :ARG0 (p / park
      :mod (t / this))
   :ARG1 (p2 / plant
      :mod (v / various)))"
"तुमकां जाय आशिल्लीं वा फुडाराक गरज आसूं येता अश्यो हेर गजाली दिसल्यार, फुडल्या खरेदी भोंवडे खातीर दुसरी वळेरी सुरू करात.","(s2 / start-01
   :mode imperative
   :ARG0 (y / you)
   :ARG1 (l / list
             :quant (a / another))
   :purpose (t / trip-01
                :mod (n / next)
                :purpose (s / shop-01))
   :condition (s3 / see-01
                  :ARG0 y
                  :ARG1 (t2 / thing
                            :mod (o / other)
                            :ARG1-of (o2 / or
                                         :op1 (w / want-01
                                                  :ARG0 y)
                                         :op2 (n2 / need-01
                                                  :ARG0 y
                                                  :time (f / future)
                                                  :mod (p / possible-01))))))"
चड करून हीं सरळ उदकांत उकडून रंगीत उदक तयार करतात.,"(m / make-01
   :ARG0 (p / person)
   :ARG1 (w / water
             :mod (c / colored))
   :instrument (b / boil-01
                   :ARG0 p
                   :ARG1 (t / thing)
                   :location (w2 / water)
                   :manner (d / direct))
   :frequency (u / usual))"
"ताणें काडिल्ल्या सवलतींनी खंडे रावान शरण येवप आशिल्लें, ताका हैदर अलीन बेंगळूरांत बंदखणींत दवरिल्लो.","(i / imprison-01
   :ARG0 (p / person
             :name (n / name
                       :op1 ""Hyder""
                       :op2 ""Ali""))
   :ARG1 (p2 / person
             :name (n2 / name
                       :op1 ""Khande""
                       :op2 ""Rao""))
   :location (p3 / prison
                 :location (c / city
                               :name (n3 / name
                                         :op1 ""Bangalore"")))
   :concession (o / offer-01
                  :ARG0 p
                  :ARG1 (c2 / concession)
                  :purpose (s / surrender-01
                              :ARG0 p2)))"
तशेंच तें कारगील जिल्ल्याचें मुखेल कार्यालय आसा.,"(o / office
   :mod (a / also)
   :mod (m / main)
   :part-of (d / district
               :name (n / name
                         :op1 ""Kargil"")))"
शिकचेपासत सकारात्मक वातावरण तयार करपाचे आमी पुराय यत्न करतात पूण ते सदांच परिपूर्ण असतात अशें ना.,"(c / contrast-01
   :op1 (t / try-01
           :ARG0 (w / we)
           :ARG1 (c2 / create-01
                     :ARG0 w
                     :ARG1 (e / environment
                               :mod (p / positive)
                               :purpose (l / learn-01)))
           :manner (t2 / thorough))
   :op2 (p2 / perfect-01
           :ARG1 e
           :frequency (a / always)
           :polarity -))"
तुजी नोकरी गेली वा तात्पुरतो तूं निराधार जालो जाल्यार खर्च भरून काडपाक हाची मजत जातली.,"(h / help-01
   :ARG0 (t / this)
   :ARG1 (c / cover-02
            :ARG0 (y / you)
            :ARG1 (e / expense))
   :condition (o / or
                 :op1 (l / lose-02
                         :ARG0 y
                         :ARG1 (j / job
                                  :poss y))
                 :op2 (b / become-01
                         :ARG1 y
                         :ARG2 (h2 / helpless)
                         :mod (t2 / temporary))))"
तो वरिश्ठ राश्ट्रीय बॉक्सींग पंगडाचो वांगडी आसलो.,(b / be-a-member-of-91 :ARG1 (p / person) :ARG2 (t / team :mod (s / senior) :mod (n / nation) :mod (b2 / boxing)))
"सुत्रधारा ही एक कथा सांगपी आनी वैष्णव धर्माचीं आध्यात्मीक मुल्यां पुराय शास्त्रीय स्वरूपांत: नृत्त, नृत्य आनी नाट्यांत सादर करपी शैली.","(s / style
   :name (n / name :op1 ""Sutradhara"")
   :ARG0-of (a / and
      :op1 (n2 / narrate-01
         :ARG1 (s3 / story))
      :op2 (p / present-01
         :ARG1 (v / value
            :mod (s2 / spiritual)
            :poss (r / religion
               :name (n3 / name :op1 ""Vaishnavism"")))
         :medium (f / form
            :mod (c / classical)
            :mod (c2 / complete)
            :consist-of (a2 / and
               :op1 (d / dance-form
                  :name (n4 / name :op1 ""Nritta""))
               :op2 (d2 / dance-form
                  :name (n5 / name :op1 ""Nritya""))
               :op3 (d3 / drama-form
                  :name (n6 / name :op1 ""Natya"")))))))"
मॅचींत खेळाच्या दर एका टप्प्या खातीर डाव ही संज्ञा वापरतात.,"(u / use-01
   :ARG0 (p / person)
   :ARG1 (t / term
            :name (n / name
                     :op1 ""daav""))
   :ARG2 (s / stage
            :part-of (g / game))
   :location (m / match))"
मागीर ताणें सगळें संगीत दुसऱ्यािखातीर बरयिल्लें म्हळ्यार,(m / mean-01 :ARG1 (w / write-01 :ARG0 (p / person) :ARG1 (m2 / music :mod (e / entire)) :beneficiary (p2 / person :mod (o / other)) :time (t / then)))
"आदि शंकर हो एक धर्मीक तत्वज्ञानी आशिल्लो, जाणें हिंदू धर्माक योगदान दिलें आनी अद्वैत तत्वगिन्यानाचो प्रसार केलो.","(p / philosopher :name (n / name :op1 ""Adi"" :op2 ""Shankara"") :wiki ""Adi_Shankara"" :mod (r / religious) :ARG0-of (a / and :op1 (c / contribute-01 :ARG2 (h / hinduism)) :op2 (p2 / propagate-01 :ARG1 (p3 / philosophy :name (n2 / name :op1 ""Advaita"")))))"
"वरंगल विमानतळ, निजामाबाद विमानतळ आनी रामगुंडम विमानतळ सुदारपाची सरकाराची येवजण आसा.","(p / plan-01
   :ARG0 (g / government)
   :ARG1 (i / improve-01
             :ARG0 g
             :ARG1 (a / and
                       :op1 (a1 / airport
                                :wiki ""Q1522489""
                                :name (n1 / name :op1 ""Warangal""))
                       :op2 (a2 / airport
                                :wiki ""Q3536798""
                                :name (n2 / name :op1 ""Nizamabad""))
                       :op3 (a3 / airport
                                :wiki ""Q3536797""
                                :name (n3 / name :op1 ""Ramagundam"")))))"
मुखावेल्या तोंडाक दिशा दिवन वाऱ्यान ताका उखलचें म्हुणून पतंगाक आटापण दोरी आनी शेंपडी आसता.,"(h / have-03
   :ARG0 (k / kite)
   :ARG1 (a / and
            :op1 (s / bridle-string)
            :op2 (t / tail))
   :purpose (l / lift-01
               :ARG0 (w / wind)
               :ARG1 k
               :manner (g / give-01
                          :ARG1 (d / direction)
                          :ARG2 (f / face
                                   :part-of k
                                   :mod (f2 / front)))))"
कारन्तान केल्ल्या कांय बदलांचेर मात टिका जाली.,"(c / contrast-01
   :op2 (c2 / criticize-01
           :ARG1 (c3 / change-01
                    :quant (s / some)
                    :ARG0 (p / person
                             :name (n / name
                                      :op1 ""Karant"")))))"
बडा गांव जैन देवूळ उत्तर प्रदेशांतल्या बाघपाटांतल्या बडा गांवांतलें एक जैन देवूळ आसा.,"(t / temple
   :name (n / name :op1 ""Bada"" :op2 ""Gaon"" :op3 ""Jain"" :op4 ""Temple"")
   :mod (j / jain)
   :location (v / village
      :name (n2 / name :op1 ""Bada"" :op2 ""Gaon"")
      :location (d / district
         :name (n3 / name :op1 ""Baghpat"")
         :location (s / state
            :name (n4 / name :op1 ""Uttar"" :op2 ""Pradesh"")))))"
पदाचो गैरवापर करून घरच्यांक फायदो केल्ल्याचो आरोप,(a / accusation-01 :ARG1 (m / misuse-01 :ARG0 (p / person) :ARG1 (p2 / post) :purpose (b / benefit-01 :ARG0 p :ARG1 (f / family-member :poss p))))
"तो विश्वचषकाच्या पात्रतायेंत देशांतलो सगळ्यांत चड गोल करपी आशिल्ल्यान चॅक प्रजासत्ताकाच्या प्रशिक्षक कारेल ब्रूकनरा खातीर हें दुर्दैवी.
.","(u / unfortunate-01
   :ARG2 (c / coach
            :name (n / name :op1 ""Karel"" :op2 ""Brückner"")
            :poss (c2 / country :name (n2 / name :op1 ""Czech"" :op2 ""Republic"")))
   :cause (s / score-01
             :ARG0 (p / person)
             :ARG1 (g / goal)
             :degree (s2 / superlative
                        :domain (p2 / person
                                   :part-of (c3 / country :poss p)))
             :location (q / qualify-01
                          :ARG1 (w / world-cup))))"
मुलुगू सावन 17 किमी आनी तेलंगाना राज्यांतल्या वारंगला सावन 80 किमी अंतराचेर हें शार आसा.,"(a / and
   :op1 (d / have-distance-91
      :ARG1 (c / city)
      :ARG2 (c2 / city
         :name (n / name :op1 ""Mulugu""))
      :ARG3 (d2 / distance-entity
         :quant 17
         :unit (k / kilometer)))
   :op2 (h / have-distance-91
      :ARG1 c
      :ARG2 (c3 / city
         :name (n2 / name :op1 ""Warangal"")
         :part-of (s / state
            :name (n3 / name :op1 ""Telangana"")))
      :ARG3 (d3 / distance-entity
         :quant 80
         :unit k)))"
हेर राज्यांतल्या भारतीय नागरिकांक जम्मू-काश्मीरांत जमीन वा मालमत्ता खरेदी करपाची परवानगी नाशिल्ली.,"(p / permit-01
   :polarity -
   :ARG1 (c / citizen
      :mod (c2 / country :name (n / name :op1 ""India""))
      :source (s / state
         :mod (o / other)))
   :ARG2 (b / buy-01
      :ARG0 c
      :ARG1 (o2 / or
         :op1 (l / land)
         :op2 (p2 / property))
      :location (g / state
         :name (n2 / name :op1 ""Jammu-Kashmir""))))"
मिनॅसोटान उत्तर-पश्चिम विभागाच्या क्रमांकनांत परत वयली सुवात जोडली.,"(r / regain-01
   :ARG0 (s / state
      :name (n / name :op1 ""Minnesota"")
      :wiki ""Minnesota"")
   :ARG1 (s2 / spot
      :degree (s3 / superlative))
   :location (r2 / rank-01
      :ARG1 (d / division
         :mod (n2 / north-west))))"
दादा ह्या सिनेमांत एका कुख्यात गुंडाक सुदरपाची कुड्ड्या भुरग्याची भुमिका तिणें केल्ली.,"(p / play-02
   :ARG0 (p2 / person :name (n / name :op1 ""Dada""))
   :ARG1 (c / child
             :mod (b / blind-01)
             :ARG0-of (r / reform-01
                          :ARG1 (g / gangster
                                    :mod (n2 / notorious-01))))
   :location (m / movie))"
"भारताच्या इतिहासांत पयलेच खेपे  अशा वावरापासत राष्ट्रपती भवनान न्हय, जाल्यार राष्ट्रपतीन अधिकृतपणान एका समाजाचो भोवमान केलो.","(h / honor-01
   :ARG0 (i / instead-of-91
            :ARG1 (p / president)
            :ARG2 (g / government-organization
                     :name (n / name :op1 ""Rashtrapati Bhavan"")))
   :ARG1 (c / community)
   :manner (o / official)
   :purpose (w / work-01
               :mod (s / such))
   :time (t / time
            :mod (f / first)
            :location (h2 / history
                         :poss (c2 / country
                                  :name (n2 / name :op1 ""India"")))))"
ह्या निर्णयाक लागून भौसा मदीं तशेंच हिंदू दरबारांतल्या अधिकाऱ्यां मदीं निशेध आनी खेद सुरू जाले.,"(b / begin-01
   :ARG1 (a / and
      :op1 (p / protest-01)
      :op2 (r / regret-01))
   :location (a2 / and
      :op1 (p2 / public)
      :op2 (o / official
         :poss (c / court
            :mod (h / hindu))))
   :cause (d / decide-01
      :mod (t / this)))"
देवान भारतीय राश्ट्रीय  पंगडांत आपली सुवात निश्चित केल्ल्यान घरगुती मॅचींनी ताचें खेळप उणें जालें.,"(d / decrease-01 :ARG1 (p / play-01 :ARG0 (p2 / person :name (n / name :op1 ""Dev"")) :location (m / match :mod (d2 / domestic))) :cause (s / secure-01 :ARG0 p2 :ARG1 (p3 / place :poss p2 :location (t / team :mod (c / country :name (n2 / name :op1 ""India"")) :mod (n3 / national)))))"
हजार चौखण मिटर मेरेन वाडयल्या,"(i / increase-01
   :ARG1 (t / thing)
   :ARG4 (m / measure-entity
            :quant 1000
            :unit (s / square-meter)))"
बच्चन हाचो जल्म 11 ऑक्टोबर 1942 दिसा अलाहाबाद हांगा जालो.,"(b / bear-01
   :ARG1 (p / person
      :name (n / name :op1 ""Bachchan""))
   :time (d / date-entity
      :day 11
      :month 10
      :year 1942)
   :location (c / city
      :name (n2 / name :op1 ""Allahabad"")))"
बच्चनान मात आपले कंपनी खातीर निधी एकठांय करपा खातीर आपलो बंगलो घाणाक दवरला अशी विनवणी केल्ली.,"(p2 / plead-01
   :ARG0 (p / person :name (n / name :op1 ""Bachchan""))
   :ARG1 (m / mortgage-01
      :ARG0 p
      :ARG1 (b / bungalow
         :poss p)
      :purpose (c / collect-01
         :ARG0 p
         :ARG1 (f / fund)
         :beneficiary (c2 / company
            :poss p))))"
हें स्वरूप खंयच्याच अधिकृत संस्थेन मंजूर केल्लें ना.,"(a / approve-01
   :polarity -
   :ARG0 (o / organization
             :mod (o2 / official))
   :ARG1 (f / format
             :domain this))"
"राजस्थानी पोशाख चड करून निळो, हळदुवो, नारिंगी अशा परजळीत रंगांनी तयार करतात.","(m / make-01
   :ARG0 (p / person)
   :ARG1 (a / attire
            :mod (r / region
                     :name (n / name :op1 ""Rajasthan"")))
   :instrument (c / color
                  :mod (b / bright)
                  :example (a2 / and
                              :op1 (b2 / blue)
                              :op2 (y / yellow)
                              :op3 (o / orange)))
   :manner (m2 / mostly))"
हे न्हंयेचें एक देंगण आसा (जें फातराळ रेब्याचे मातयेपसून तयार जालां) जें 25 किमी (16 मैल) लांब आनी 198 फूट (60 मीटर) खोल मेरेन पातळिल्लें आसा.,"(b / bank
   :part-of (r / river
               :mod (t / this))
   :ARG1-of (f / form-01
               :source (s / soil
                          :mod (r2 / rocky)
                          :mod (s2 / sandy)))
   :mod (a / and
           :op1 (l / long-02
                   :ARG2 (d / distance-quantity
                            :quant 25
                            :unit (k / kilometer)))
           :op2 (d2 / deep-02
                   :ARG2 (d3 / distance-quantity
                            :quant 198
                            :unit (f2 / foot))
                   :degree (m / maximum))))"
बौध्द लोकांक पिडापीड करपाक लागून लक्षांत दवरतात त्या शशांकाची सदांच सोंशीकपण नाशिल्लो एक हिंदू शासक म्हूण बौध्द घडणुकांनी नोंद केल्या.,"(r / record-01
   :ARG0 (c / chronicle
            :mod (b / Buddhist))
   :ARG1 (s / person
            :name (n / name :op1 ""Shashanka"")
            :ARG1-of (r2 / remember-01
                        :cause (p / persecute-01
                                  :ARG0 s
                                  :ARG1 (p2 / person
                                           :mod (b2 / Buddhist)))))
   :ARG2 (r3 / ruler
            :mod (h / Hindu)
            :mod (i / intolerant
                    :frequency (a / always))))"
"एक दीस आदी आनी नताशा उर्फ निक्कीची अनपैक्षीत भेट जाता, आनी खिणांतूच ते आदीक प्रपोज करता.","(a / and
   :op1 (m / meet-03
          :ARG0 (a2 / and
                   :op1 (p / person
                           :name (n / name :op1 ""Aadi""))
                   :op2 (p2 / person
                           :name (n2 / name :op1 ""Natasha"")
                           :name (n3 / name :op1 ""Nikki"")))
          :manner (u / unexpected)
          :time (d / day))
   :op2 (p3 / propose-01
          :ARG0 p2
          :ARG2 p
          :time (m2 / moment)))"
बागायती आनी वनरक्षण म्हाविद्यालय संलग्न आसा इम्फाळाच्या केंद्रीय शेतकी विद्यापीठाकडेन.,"(a / affiliate-01
   :ARG1 (c / college
      :name (n / name :op1 ""College of Horticulture and Forestry""))
   :ARG2 (u / university
      :name (n2 / name :op1 ""Central Agricultural University"")
      :location (c2 / city
         :name (n3 / name :op1 ""Imphal""))))"
"नवे प्रस्ताव, येवजण्यो वा उपक्रमांचो मात | अर्थसंकल्पात उल्लेख ना",(m / mention-01 :polarity - :location (b / budget) :ARG1 (o / or :op1 (p / propose-01 :mod (n / new-04)) :op2 (p2 / plan-01 :mod n) :op3 (i / initiate-01 :mod n)))
सिंधफणा ही गोदावरी न्हंयेची ल्हानशी उपन्हंय महाराष्ट्रांतल्या बीड जिल्ल्यांत पाटोडा तालुक्यांतल्या चिंचोळी दोंगराकडेन सुरू जाता.,"(o / originate-01
   :ARG1 (s / tributary
      :name (n / name :op1 ""Sindhphana"")
      :mod (s2 / small)
      :part-of (r / river
         :name (n2 / name :op1 ""Godavari"")))
   :source (l / location
      :near (h / hill
         :name (n3 / name :op1 ""Chincholi"")
         :part-of (t / taluka
            :name (n4 / name :op1 ""Patoda"")
            :part-of (d / district
               :name (n5 / name :op1 ""Beed"")
               :part-of (s3 / state
                  :name (n6 / name :op1 ""Maharashtra"")))))))"
वसंत पंचमी फाटली आनीक एक आख्यायिका काम नांवाच्या हिंदू धर्मांतल्या  मोगाच्या देवाचेर आदारिल्ली आसा.,"(b / base-02
   :ARG1 (l / legend
            :ARG1-of (a / associate-01
                        :ARG2 (f / festival
                                 :name (n / name :op1 ""Vasant"" :op2 ""Panchami""))))
   :ARG2 (g / god
            :name (n2 / name :op1 ""Kama"")
            :domain (l2 / love-01)
            :part-of (r / religion
                        :name (n3 / name :op1 ""Hinduism""))))"
फेब्रुवारी 2019 त ब्रिटीश हावज ऑफ लॉर्ड्सांत ह्या कत्तलीचेर चर्चा आनी वाद सुरू जालो.,"(b / begin-01
   :ARG1 (a / and
            :op1 (d / discuss-01
                     :topic (m / massacre-01
                               :mod (t / this)))
            :op2 (d2 / debate-01
                     :topic m))
   :time (d3 / date-entity
            :month 2
            :year 2019)
   :location (o / organization
                :name (n / name :op1 ""British House of Lords"")
                :wiki ""House_of_Lords""))"
उश्णतायेपसून राखण करपाक आनी मर्यादा सांबाळपाक तकली धांपपाक कपड्याचो कुडको वापरतात.,(u / use-01 :ARG0 (p / person) :ARG1 (p2 / piece :part-of (c / cloth)) :purpose (c2 / cover-01 :ARG0 p :ARG1 (h / head :poss p) :purpose (a / and :op1 (p3 / protect-01 :ARG0 p :ARG1 p :ARG2 (h2 / heat)) :op2 (m / maintain-01 :ARG0 p :ARG1 (m2 / modesty)))))
"इब्राहिम रौझा ही लेगीत एक नामनेची तोफ आशिल्ली, जी ताच्या जायत्या नळयांक लागून फामाद आशिल्ली.","(b / be-01
   :ARG1 (p / place :name (n / name :op1 ""Ibrahim Rauza""))
   :ARG2 (c / cannon
            :mod (f / famous
                     :cause (b2 / barrel
                               :poss c
                               :mod (m / many))))
   :mod (a / also))"
फ्युसिलाक फाऊल केल्ल्यान दुसरें हळडुवें कार्ड मेळ्ळ्या उपरांत उरुग्वायच्या पंगडांत फक्त णव खेळगडे उरले.,"(r / remain-01 :ARG1 (p / player :quant 9 :mod (o / only)) :location (t / team :poss (c / country :name (n / name :op1 ""Uruguay""))) :time (a / after :op1 (r2 / receive-01 :ARG0 (p2 / person :name (n2 / name :op1 ""Fucile"")) :ARG1 (c2 / card :mod (y / yellow) :mod (o2 / ordinal-entity :value 2)) :cause (f / foul-01 :ARG0 p2))))"
हेर नव्या स्टेडियमांकडेन सर्त करपाक ताका जमूंक नाशिल्ल्यान निमणें ह्या स्टेडियमान पंगड वगडायले.,"(l / lose-02
   :ARG0 (s / stadium
      :domain this)
   :ARG1 (t / team)
   :time (f / final)
   :cause (p / possible-01
      :polarity -
      :ARG0 s
      :ARG1 (c / compete-01
         :ARG0 s
         :ARG2 (s2 / stadium
            :mod (n / new-01)
            :mod (o / other)))))"
"हिंदू धर्मीक श्रद्धांप्रमाण, शिवान आपल्या दैवी साथी पार्वतीक जिणेचें आनी अनंतकाळाचें गुपीत सांगिल्लें, तें हें थळ आसा.","(p / place :location-of (s / tell-01 :ARG0 (s2 / person :name (n / name :op1 ""Shiva"") :wiki ""Shiva"") :ARG1 (g / secret :topic (a / and :op1 (l / life) :op2 (e / eternity))) :ARG2 (p2 / person :name (n2 / name :op1 ""Parvati"") :wiki ""Parvati"" :domain-of (c / companion :poss s2 :mod (d / divine))) :source (b / belief :mod (r / religious) :poss (p3 / person :mod (h / religion :name (n3 / name :op1 ""Hinduism"") :wiki ""Hinduism"")))))"
"तुवें कोणाक आमंत्रीत केला हें तुका पळोवपाचें आसल्यार ""व्यू रेफरल हिस्ट्री"" टॅप केल्या उपरांत तुका ती वळेरी पळोवंक मेळटली.","(p / permit-01 :ARG1 (s / see-01 :ARG0 (y / you) :ARG1 (l / list :consist-of (p2 / person :ARG1-of (i / invite-01 :ARG0 y)))) :time (a / after :op1 (t / tap-01 :ARG0 y :ARG1 (b / button :name (n / name :op1 ""View Referral History"")))) :condition (w / want-01 :ARG0 y :ARG1 (k / know-01 :ARG0 y :ARG1 p2)))"
"पेरियार न्हंयच्या देगणांत, उंचेल्या पठार वाठारांत जमनीवयले रेंवेचें खणकाम व्हड प्रमाणांत चलता.","(m / mine-01 :ARG1 (s / sand :source (l / land)) :degree (l2 / large) :location (r / region :mod (h / high) :mod (p / plateau) :part-of (b / basin :poss (r2 / river :name (n / name :op1 ""Periyar"")))))"
ताच्या आदल्या महाकूट स्तंभ कोरांतणेंत आपलो बापूय कीर्तिवर्मनान लेगीत गंगां ताब्यांत घेतिल्लें अशें मंगलेशान म्हळां.,"(c / claim-01 :ARG0 (m / person :name (n / name :op1 ""Mangalesha"")) :ARG1 (a / also :op1 (c2 / conquer-01 :ARG0 (p / person :name (n2 / name :op1 ""Kirtivarman"") :ARG0-of (f / father-01 :ARG1 m)) :ARG1 (o / organization :name (n3 / name :op1 ""Gangas"")))) :location (i / inscription :poss m :mod (e / early) :part-of (p2 / pillar :name (n4 / name :op1 ""Mahakuta""))))"
तिचो जलमार्ग जिल्ह्याच्या उत्तर भागांतल्यान जाता.,"(g / go-02
   :ARG1 (c / course
      :poss (t / thing))
   :path (p / part
      :mod (n / north)
      :part-of (d / district)))"
2010 वर्साच्या राष्ट्रकूल खेळांचो उक्तावण आनी समारोप सुवाळो जाल्ल्या दिल्लीच्या जवाहरलाल नेहरू स्टेडियमाच्या नवनिर्मणे फाटल्यान बिरसा मुंडा एथलेटिक्स स्टेडियम ही प्रेरणा आशिल्ली.,"(i / inspire-01
  :ARG0 (s1 / stadium
    :name (n1 / name :op1 ""Birsa Munda Athletics Stadium""))
  :ARG1 (r / renovate-01
    :ARG1 (s2 / stadium
      :name (n2 / name :op1 ""Jawaharlal Nehru"" :op2 ""Stadium"")
      :location (c / city
        :name (n3 / name :op1 ""Delhi""))
      :location-of (h / hold-04
        :ARG1 (a / and
          :op1 (c1 / ceremony
            :mod (o / open-01)
            :part-of (g / game
              :name (n4 / name :op1 ""Commonwealth"" :op2 ""Games"")
              :time (d / date-entity :year 2010)))
          :op2 (c2 / ceremony
            :mod (c3 / close-01)
            :part-of g))))))"
"अलीश ही तुर्की भाशेंत मध्य आशियाई लोक कुस्ती शैली  खातीर वापरतात, तातूंत जॅकेट, ट्रावझर आनी दाट पटे घालप हांचो आस्पाव जाता.","(u / use-01
   :ARG0 (p / person)
   :ARG1 (t / term
            :name (n / name :op1 ""Alysh""))
   :medium (l / language
                :name (n2 / name :op1 ""Turkic""))
   :purpose (s / style
               :mod (w / wrestle-01)
               :mod (f / folk)
               :source (r / region
                          :name (n3 / name :op1 ""Central Asia""))
               :ARG1-of (i / involve-01
                           :ARG2 (w2 / wear-01
                                    :ARG0 (p2 / person)
                                    :ARG1 (a / and
                                             :op1 (j / jacket)
                                             :op2 (t2 / trousers)
                                             :op3 (b / belt
                                                     :mod (t3 / thick)))))))"
"देखीक, कोक पियेवप आवडटा जाल्यार तुमी कोका-कोला कंपनीचे थोडे शेअर विकते घेवपाची इच्छा आसूं येता.","(e / example :domain (p / possible-01 :ARG1 (w / want-01 :ARG0 (y / you) :ARG1 (b / buy-01 :ARG0 y :ARG1 (s / share :poss (c / company :name (n / name :op1 ""Coca-Cola"")))) :condition (l / like-01 :ARG0 y :ARG1 (d / drink-01 :ARG0 y :ARG1 (c2 / product :name (n2 / name :op1 ""Coke"")))))))"
राज्यांनी बेगोबेग सुदारीत कायद्याची अंमलबजावणी केल्या,"(i / implement-01
   :ARG0 (s / state)
   :ARG1 (l / law
            :ARG1-of (a / amend-01))
   :manner (q / quick))"
तातूंत रावंड-रॉबिन गट पांवडो आनी ताचे उपरांत नॉक-आवट निमणी माळ आसता.,(c / consist-of-01 :ARG0 (i / it) :ARG1 (s / sequence-01 :op1 (s2 / stage :mod (g / group) :mod (r / round-robin)) :op2 (s3 / series :mod (f / final) :mod (k / knock-out))))
शशी सुमीत प्रॉडक्शनाखाला निर्मिल्ल्या तातूंत ऍनस रशीद आनी दीपिका सिंग आशिल्लीं.,"(f / feature-01
   :ARG0 (t / thing
            :ARG1-of (p / produce-01
                         :ARG0 (o / organization
                                  :name (n / name :op1 ""Shashi"" :op2 ""Sumeet"" :op3 ""Productions""))))
   :ARG1 (a / and
            :op1 (p1 / person
                     :name (n1 / name :op1 ""Anas"" :op2 ""Rashid""))
            :op2 (p2 / person
                     :name (n2 / name :op1 ""Deepika"" :op2 ""Singh""))))"
स्कायप फॉर बिझनॅस ही संस्था 2007 वर्सा स्थापन जाल्ली आनी 27 ऑक्टोबर 2007 दिसा सुरू केल्ली.,"(a / and :op1 (e / establish-01 :ARG1 (o / organization :name (n / name :op1 ""Skype"" :op2 ""for"" :op3 ""Business"") :wiki ""Skype_for_Business"") :time (d / date-entity :year 2007)) :op2 (s / start-01 :ARG1 o :time (d2 / date-entity :day 27 :month 10 :year 2007)))"
